('British Airways', '2019-02-24T16:17', '2019-02-25T17:20', '1503', '4184', '200', 'BA 1425', 'E-170', '477', '14', '15'), 
('JetBlue Airways', '2018-12-09T16:13', '2018-12-09T18:17', '124', '8015', '300', 'B6 742', 'A220', '63', '23', '1'), 
('Lufthansa', '2019-09-25T16:16', '2019-09-25T21:13', '297', '9927', '500', 'LH 1308', 'Boeing 777', '501', '4', '2'), 
('Norwegian', '2019-09-06T09:39', '2019-09-07T17:02', '1883', '812', '300', 'NW 759', 'E-170', '63', '26', '11'), 
('Alaska Airlines', '2019-04-04T18:57', '2019-04-05T12:29', '1052', '1954', '300', 'AS 431', 'A380', '153', '9', '6'), 
('JetBlue Airways', '2019-07-18T11:19', '2019-07-18T21:01', '582', '5715', '200', 'B6 223', 'Boeing 747', '114', '22', '12'), 
('SAS', '2018-09-16T15:39', '2018-09-16T20:53', '314', '5656', '300', 'SA 977', 'A380', '108', '13', '4'), 
('WOW Air', '2018-09-01T21:21', '2018-09-02T13:41', '980', '4338', '500', 'WA 1857', 'E-190', '65', '14', '22'), 
('Norwegian', '2018-01-14T18:07', '2018-01-14T21:48', '221', '3496', '500', 'NW 560', 'Boeing 787', '543', '0', '2'), 
('Air Canada', '2018-05-13T22:07', '2018-05-14T07:17', '550', '4108', '300', 'AC 1256', 'SR-71 Blackbird', '221', '26', '0'), 
('British Airways', '2018-01-22T02:56', '2018-01-23T15:17', '2181', '5629', '300', 'BA 494', 'Boeing 737', '579', '14', '2'), 
('SAS', '2019-11-23T10:29', '2019-11-23T13:28', '179', '5421', '300', 'SA 1011', 'E-175', '112', '9', '28'), 
('Finnair', '2018-04-01T10:34', '2018-04-01T20:38', '604', '3009', '200', 'FA 342', 'SR-71 Blackbird', '579', '12', '7'), 
('JetBlue Airways', '2018-02-08T21:02', '2018-02-08T23:56', '174', '8101', '1000', 'B6 1503', 'A318', '126', '2', '28'), 
('Frontier Airlines', '2018-06-24T06:22', '2018-06-25T18:29', '2167', '7849', '200', 'F9 1912', 'A350', '205', '16', '20'), 
('Alaska Airlines', '2019-10-30T15:30', '2019-10-31T11:40', '1210', '1905', '1000', 'AS 1972', 'Boeing 747', '359', '4', '15'), 
('Finnair', '2019-10-17T06:43', '2019-10-17T11:02', '259', '834', '200', 'FA 1292', 'CRJ900', '407', '14', '18'), 
('Alaska Airlines', '2018-08-26T18:43', '2018-08-26T23:40', '297', '906', '500', 'AS 1294', 'E-170', '93', '2', '25'), 
('SAS', '2018-04-14T04:43', '2018-04-15T08:32', '1669', '8540', '300', 'SA 1685', 'E-175', '383', '18', '24'), 
('Alaska Airlines', '2019-11-23T14:57', '2019-11-24T16:02', '1505', '8321', '300', 'AS 938', 'E-175', '413', '11', '24'), 
('Delta Air Lines', '2019-04-20T23:17', '2019-04-21T01:36', '139', '8691', '500', 'DL 753', 'A330', '212', '23', '5'), 
('Finnair', '2018-07-04T19:02', '2018-07-04T22:27', '205', '5364', '1000', 'FA 993', 'A220', '248', '15', '24'), 
('Frontier Airlines', '2018-09-06T21:38', '2018-09-07T20:21', '1363', '802', '1000', 'F9 547', 'Boeing 747', '101', '7', '16'), 
('American Airlines', '2018-02-20T16:57', '2018-02-21T00:05', '428', '3037', '300', 'AA 1534', 'A300', '469', '16', '17'), 
('Air Canada', '2019-11-06T00:49', '2019-11-07T10:30', '2021', '7091', '300', 'AC 727', 'CRJ700', '519', '9', '6'), 
('Frontier Airlines', '2019-08-16T14:19', '2019-08-17T17:49', '1650', '5839', '500', 'F9 1804', 'Boeing 737', '57', '16', '22'), 
('Lufthansa', '2019-05-26T10:28', '2019-05-27T20:15', '2027', '3086', '300', 'LH 1144', 'E-190', '62', '1', '15'), 
('SAS', '2018-09-07T21:02', '2018-09-08T00:54', '232', '4731', '1000', 'SA 1690', 'Millennium Falcon', '66', '3', '6'), 
('Frontier Airlines', '2019-03-05T16:51', '2019-03-06T04:23', '692', '6487', '300', 'F9 292', 'Boeing 767', '388', '26', '14'), 
('British Airways', '2019-03-24T03:49', '2019-03-24T12:58', '549', '3664', '500', 'BA 223', 'A380', '286', '1', '4'), 
('Finnair', '2019-06-05T02:36', '2019-06-05T21:57', '1161', '9939', '200', 'FA 813', 'CRJ1000', '363', '22', '20'), 
('Air Canada', '2018-07-12T12:13', '2018-07-12T23:52', '699', '3557', '1000', 'AC 1524', 'A330', '234', '5', '6'), 
('British Airways', '2018-02-02T21:19', '2018-02-03T13:45', '986', '2128', '1000', 'BA 1441', 'A380', '269', '27', '20'), 
('Finnair', '2018-07-26T00:48', '2018-07-27T20:17', '2609', '1946', '300', 'FA 1832', 'Boeing 787', '423', '17', '9'), 
('British Airways', '2018-02-04T23:32', '2018-02-04T24:11', '39', '8562', '200', 'BA 1014', 'CRJ700', '594', '6', '23'), 
('American Airlines', '2019-06-12T21:21', '2019-06-13T21:18', '1437', '8176', '300', 'AA 1284', 'Millennium Falcon', '312', '23', '0'), 
('Delta Air Lines', '2018-07-03T04:53', '2018-07-03T08:18', '205', '1358', '200', 'DL 181', 'A220', '263', '12', '18'), 
('Frontier Airlines', '2018-10-17T22:36', '2018-10-17T23:51', '75', '8524', '200', 'F9 708', 'A220', '143', '22', '28'), 
('Delta Air Lines', '2018-09-27T22:15', '2018-09-28T14:26', '971', '5105', '1000', 'DL 1203', 'CRJ705', '212', '20', '6'), 
('Lufthansa', '2019-07-29T14:59', '2019-07-30T17:24', '1585', '1420', '500', 'LH 1934', 'SR-71 Blackbird', '262', '18', '16'), 
('Air Canada', '2019-11-06T15:12', '2019-11-06T22:05', '413', '7648', '1000', 'AC 1561', 'SR-71 Blackbird', '210', '5', '12'), 
('Finnair', '2018-09-22T11:06', '2018-09-22T21:44', '638', '2225', '1000', 'FA 1586', 'CRJ705', '423', '6', '11'), 
('JetBlue Airways', '2018-04-11T07:02', '2018-04-12T21:41', '2319', '550', '1000', 'B6 1879', 'E-170', '391', '26', '20'), 
('Alaska Airlines', '2018-11-17T08:26', '2018-11-17T14:17', '351', '5550', '300', 'AS 310', 'Boeing 747', '235', '25', '16'), 
('SAS', '2018-10-02T15:36', '2018-10-02T18:09', '153', '4346', '1000', 'SA 656', 'CRJ900', '425', '22', '29'), 
('Alaska Airlines', '2019-04-23T19:37', '2019-04-24T03:14', '457', '7504', '300', 'AS 1435', 'E-190', '445', '17', '2'), 
('JetBlue Airways', '2018-09-04T06:24', '2018-09-04T20:30', '846', '7280', '500', 'B6 1251', 'Boeing 737', '136', '12', '20'), 
('Air Canada', '2018-09-22T00:16', '2018-09-22T15:34', '918', '4297', '300', 'AC 1228', 'A350', '531', '17', '20'), 
('Lufthansa', '2018-03-21T18:05', '2018-03-21T21:54', '229', '8763', '200', 'LH 1898', 'E-175', '71', '3', '16'), 
('SAS', '2019-11-02T18:41', '2019-11-02T22:07', '206', '1344', '500', 'SA 288', 'CRJ705', '182', '20', '13'), 
('Air Canada', '2018-11-21T08:51', '2018-11-22T13:12', '1701', '3166', '300', 'AC 788', 'CRJ700', '225', '21', '6'), 
('Frontier Airlines', '2019-09-09T22:49', '2019-09-09T24:47', '118', '4867', '200', 'F9 1734', 'Boeing 747', '530', '17', '2'), 
('Finnair', '2019-01-25T18:03', '2019-01-25T21:06', '183', '1812', '1000', 'FA 1065', 'Boeing 747', '443', '22', '14'), 
('JetBlue Airways', '2019-06-28T05:49', '2019-06-28T07:42', '113', '6153', '500', 'B6 1090', 'A330', '214', '2', '14'), 
('Norwegian', '2019-06-12T15:37', '2019-06-12T18:17', '160', '7137', '500', 'NW 450', 'Millennium Falcon', '556', '28', '20'), 
('Air Canada', '2019-06-14T05:30', '2019-06-14T12:16', '406', '8007', '300', 'AC 486', 'Millennium Falcon', '535', '28', '26'), 
('SAS', '2019-05-30T16:26', '2019-05-31T09:03', '997', '4925', '300', 'SA 1252', 'Boeing 737', '84', '1', '13'), 
('British Airways', '2018-10-12T19:24', '2018-10-12T21:21', '117', '9949', '300', 'BA 1643', 'A319', '202', '23', '12'), 
('JetBlue Airways', '2018-08-20T22:42', '2018-08-20T23:37', '55', '5639', '1000', 'B6 1996', 'Boeing 747', '276', '15', '8'), 
('Alaska Airlines', '2018-08-05T20:33', '2018-08-05T22:49', '136', '4257', '300', 'AS 957', 'A220', '552', '0', '10'), 
('Norwegian', '2019-05-10T10:48', '2019-05-11T17:32', '1844', '6914', '300', 'NW 434', 'CRJ705', '181', '21', '11'), 
('Air Canada', '2018-02-28T23:20', '2018-02-28T23:46', '26', '9049', '500', 'AC 939', 'Boeing 787', '404', '21', '12'), 
('Delta Air Lines', '2018-07-08T17:49', '2018-07-08T20:01', '132', '8217', '200', 'DL 1523', 'A340', '212', '22', '28'), 
('British Airways', '2018-06-09T08:37', '2018-06-09T11:20', '163', '3939', '300', 'BA 784', 'A350', '250', '6', '2'), 
('Norwegian', '2019-10-01T09:48', '2019-10-02T02:26', '998', '9414', '300', 'NW 1163', 'A330', '275', '22', '24'), 
('SAS', '2019-06-26T02:28', '2019-06-27T15:55', '2247', '7232', '200', 'SA 996', 'A318', '321', '18', '16'), 
('Alaska Airlines', '2019-08-17T06:41', '2019-08-17T12:10', '329', '4951', '1000', 'AS 1259', 'A320', '473', '21', '25'), 
('Air Canada', '2018-10-06T17:42', '2018-10-06T21:29', '227', '4644', '300', 'AC 1151', 'Boeing 787', '580', '18', '24'), 
('Norwegian', '2019-05-09T10:28', '2019-05-10T11:36', '1508', '3492', '300', 'NW 1778', 'A340', '206', '26', '3'), 
('Norwegian', '2019-04-22T20:03', '2019-04-23T11:54', '951', '7040', '200', 'NW 1094', 'A319', '201', '9', '23'), 
('Air Canada', '2019-04-09T18:12', '2019-04-10T08:46', '874', '1996', '300', 'AC 668', 'A318', '573', '22', '2'), 
('Frontier Airlines', '2019-05-26T17:14', '2019-05-27T21:24', '1690', '643', '200', 'F9 703', 'CRJ900', '311', '10', '20'), 
('Air Canada', '2018-04-13T12:31', '2018-04-13T17:44', '313', '7441', '1000', 'AC 190', 'CRJ705', '71', '14', '16'), 
('Lufthansa', '2019-10-04T15:01', '2019-10-04T17:19', '138', '3813', '200', 'LH 762', 'E-195', '562', '12', '20'), 
('Lufthansa', '2019-10-14T06:41', '2019-10-15T00:22', '1061', '9182', '200', 'LH 1354', 'A300', '115', '27', '26'), 
('SAS', '2018-11-24T02:50', '2018-11-24T12:49', '599', '7110', '1000', 'SA 406', 'Boeing 767', '496', '11', '2'), 
('Air Canada', '2018-05-12T14:28', '2018-05-12T22:01', '453', '9879', '500', 'AC 303', 'Millennium Falcon', '445', '26', '4'), 
('JetBlue Airways', '2019-08-23T17:44', '2019-08-24T19:40', '1556', '6654', '500', 'B6 610', 'Boeing 787', '68', '6', '7'), 
('British Airways', '2019-04-11T09:24', '2019-04-11T15:29', '365', '9682', '300', 'BA 1174', 'A320', '206', '12', '5'), 
('Delta Air Lines', '2018-11-23T04:21', '2018-11-23T10:39', '378', '9490', '200', 'DL 1504', 'A321', '183', '5', '11'), 
('Lufthansa', '2019-12-08T04:01', '2019-12-09T22:50', '2569', '4045', '1000', 'LH 1595', 'CRJ900', '478', '18', '12'), 
('Delta Air Lines', '2019-11-12T15:25', '2019-11-13T20:24', '1739', '4431', '300', 'DL 1865', 'A319', '125', '16', '13'), 
('JetBlue Airways', '2019-03-07T20:31', '2019-03-08T18:33', '1322', '7047', '1000', 'B6 1501', 'CRJ1000', '380', '26', '24'), 
('Frontier Airlines', '2018-11-18T13:47', '2018-11-18T20:07', '380', '4874', '500', 'F9 1038', 'A220', '364', '27', '9'), 
('Norwegian', '2019-11-19T15:32', '2019-11-19T21:27', '355', '7918', '500', 'NW 836', 'A340', '357', '9', '5'), 
('Alaska Airlines', '2018-09-03T04:45', '2018-09-04T20:39', '2394', '686', '1000', 'AS 1666', 'A380', '408', '9', '8'), 
('Frontier Airlines', '2019-12-22T06:19', '2019-12-22T23:46', '1047', '6994', '1000', 'F9 1009', 'A300', '413', '18', '3'), 
('Alaska Airlines', '2019-05-14T11:27', '2019-05-14T20:18', '531', '7238', '1000', 'AS 1746', 'A310', '518', '23', '8'), 
('JetBlue Airways', '2019-04-25T07:01', '2019-04-26T23:14', '2413', '2662', '200', 'B6 772', 'A300', '269', '14', '6'), 
('Lufthansa', '2019-09-26T17:06', '2019-09-27T03:37', '631', '1121', '300', 'LH 1606', 'A340', '235', '9', '17'), 
('Lufthansa', '2018-08-24T20:57', '2018-08-24T23:33', '156', '9193', '1000', 'LH 1062', 'E-175', '138', '22', '20'), 
('JetBlue Airways', '2018-07-07T01:37', '2018-07-08T17:49', '2412', '6755', '200', 'B6 852', 'A319', '351', '4', '28'), 
('Frontier Airlines', '2019-07-08T06:08', '2019-07-09T13:10', '1862', '4405', '300', 'F9 1770', 'E-195', '180', '10', '27'), 
('Frontier Airlines', '2018-05-25T04:47', '2018-05-26T01:55', '1268', '8831', '500', 'F9 1140', 'SR-71 Blackbird', '510', '7', '17'), 
('Air Canada', '2018-05-25T19:09', '2018-05-26T14:14', '1145', '4294', '500', 'AC 495', 'E-170', '335', '13', '17'), 
('Lufthansa', '2019-10-02T14:18', '2019-10-03T20:13', '1795', '9798', '1000', 'LH 1964', 'E-195', '476', '14', '29'), 
('American Airlines', '2018-09-12T21:22', '2018-09-13T03:38', '376', '1009', '500', 'AA 124', 'A300', '53', '23', '3'), 
('JetBlue Airways', '2019-10-28T15:02', '2019-10-28T18:10', '188', '7450', '300', 'B6 1898', 'Boeing 767', '513', '17', '28'), 
('Frontier Airlines', '2019-05-03T08:33', '2019-05-03T10:13', '100', '8194', '300', 'F9 745', 'CRJ700', '334', '1', '25'), 
('Finnair', '2019-08-17T14:36', '2019-08-18T20:53', '1817', '9136', '200', 'FA 1714', 'Boeing 747', '575', '25', '5'), 
('Air Canada', '2018-02-11T16:46', '2018-02-12T06:06', '800', '3908', '200', 'AC 1381', 'Millennium Falcon', '571', '1', '14'), 
('Finnair', '2018-04-12T12:50', '2018-04-13T22:02', '1992', '3153', '300', 'FA 341', 'Boeing 777', '131', '13', '8'), 
('Delta Air Lines', '2019-07-12T07:20', '2019-07-13T08:11', '1491', '2455', '1000', 'DL 1091', 'A300', '389', '27', '14'), 
('American Airlines', '2019-03-06T09:25', '2019-03-06T21:55', '750', '9844', '300', 'AA 1519', 'Boeing 777', '109', '13', '19'), 
('Finnair', '2019-11-20T06:57', '2019-11-21T20:23', '2246', '2797', '200', 'FA 1894', 'A321', '399', '15', '27'), 
('Frontier Airlines', '2018-02-25T00:34', '2018-02-25T15:02', '868', '4711', '500', 'F9 1408', 'E-195', '136', '23', '2'), 
('Lufthansa', '2018-05-06T15:13', '2018-05-07T08:53', '1060', '7450', '300', 'LH 563', 'E-175', '322', '21', '12'), 
('JetBlue Airways', '2018-12-19T12:56', '2018-12-20T19:27', '1831', '2426', '500', 'B6 1247', 'Boeing 747', '302', '11', '22'), 
('Air Canada', '2018-10-02T17:03', '2018-10-02T22:19', '316', '4993', '300', 'AC 1113', 'A320', '301', '25', '24'), 
('Finnair', '2019-05-04T14:42', '2019-05-04T19:21', '279', '2178', '200', 'FA 1050', 'A330', '526', '12', '4'), 
('Lufthansa', '2019-01-24T14:05', '2019-01-25T11:58', '1313', '1091', '300', 'LH 418', 'Boeing 747', '318', '17', '19'), 
('Frontier Airlines', '2019-07-28T19:06', '2019-07-28T22:32', '206', '8917', '500', 'F9 643', 'A319', '321', '16', '20'), 
('Delta Air Lines', '2018-06-15T10:50', '2018-06-15T12:36', '106', '1350', '500', 'DL 1893', 'Boeing 737', '590', '13', '20'), 
('JetBlue Airways', '2018-09-20T15:19', '2018-09-20T20:32', '313', '9826', '500', 'B6 1338', 'Boeing 767', '311', '21', '22'), 
('British Airways', '2018-02-13T11:27', '2018-02-14T18:08', '1841', '8301', '500', 'BA 1515', 'CRJ900', '284', '26', '10'), 
('SAS', '2019-05-03T14:33', '2019-05-03T20:54', '381', '748', '500', 'SA 937', 'A220', '168', '2', '10'), 
('Alaska Airlines', '2018-04-06T03:02', '2018-04-07T13:51', '2089', '5950', '200', 'AS 207', 'A321', '321', '2', '22'), 
('Air Canada', '2018-09-21T07:33', '2018-09-21T19:43', '730', '5458', '300', 'AC 861', 'A330', '278', '3', '21'), 
('British Airways', '2019-06-04T12:04', '2019-06-04T18:09', '365', '6888', '500', 'BA 1350', 'E-170', '449', '18', '26'), 
('JetBlue Airways', '2018-02-01T10:25', '2018-02-01T16:30', '365', '2985', '500', 'B6 1383', 'Boeing 737', '141', '24', '26'), 
('Norwegian', '2019-04-26T12:44', '2019-04-27T03:50', '906', '8334', '300', 'NW 287', 'A380', '283', '18', '27'), 
('British Airways', '2018-06-24T17:24', '2018-06-24T23:40', '376', '3435', '300', 'BA 1299', 'E-195', '236', '27', '26'), 
('Norwegian', '2018-10-26T21:40', '2018-10-26T23:33', '113', '7674', '300', 'NW 942', 'Boeing 737', '441', '6', '9'), 
('WOW Air', '2019-05-26T04:05', '2019-05-26T13:53', '588', '9499', '1000', 'WA 193', 'CRJ1000', '492', '4', '12'), 
('Norwegian', '2018-10-26T15:32', '2018-10-27T17:07', '1535', '4165', '500', 'NW 1559', 'A318', '592', '15', '9'), 
('Air Canada', '2018-09-17T07:01', '2018-09-17T21:11', '850', '4595', '300', 'AC 432', 'Boeing 777', '282', '3', '21'), 
('SAS', '2019-09-10T04:32', '2019-09-10T20:17', '945', '6628', '500', 'SA 600', 'A318', '322', '10', '29'), 
('Frontier Airlines', '2019-01-10T09:55', '2019-01-10T17:49', '474', '4228', '1000', 'F9 1726', 'Boeing 747', '351', '3', '24'), 
('Lufthansa', '2018-02-03T01:10', '2018-02-03T17:18', '968', '5348', '500', 'LH 633', 'Boeing 777', '385', '23', '7'), 
('Finnair', '2019-02-27T10:55', '2019-02-27T19:42', '527', '6095', '300', 'FA 726', 'Boeing 777', '98', '6', '20'), 
('British Airways', '2019-10-28T19:27', '2019-10-28T21:12', '105', '5991', '500', 'BA 1826', 'A220', '132', '3', '22'), 
('JetBlue Airways', '2018-09-30T13:29', '2018-09-30T20:15', '406', '3245', '200', 'B6 1732', 'A350', '91', '9', '7'), 
('Finnair', '2019-07-09T12:26', '2019-07-09T20:34', '488', '7870', '500', 'FA 386', 'Boeing 747', '270', '17', '6'), 
('JetBlue Airways', '2019-09-04T22:43', '2019-09-05T14:48', '965', '6031', '300', 'B6 248', 'Millennium Falcon', '230', '14', '16'), 
('Finnair', '2019-05-13T20:06', '2019-05-13T22:02', '116', '3342', '500', 'FA 922', 'A320', '536', '6', '1'), 
('Alaska Airlines', '2018-10-03T07:46', '2018-10-04T21:08', '2242', '5101', '300', 'AS 105', 'Millennium Falcon', '301', '3', '14'), 
('Norwegian', '2019-05-13T15:07', '2019-05-14T06:29', '922', '3788', '300', 'NW 1547', 'Boeing 787', '420', '28', '4'), 
('SAS', '2019-03-05T02:16', '2019-03-05T08:57', '401', '9339', '500', 'SA 1150', 'A320', '232', '20', '2'), 
('Lufthansa', '2019-05-26T13:24', '2019-05-26T16:51', '207', '9098', '1000', 'LH 1558', 'E-190', '425', '12', '10'), 
('Norwegian', '2018-10-29T11:02', '2018-10-29T13:58', '176', '2744', '500', 'NW 1869', 'E-190', '433', '1', '11'), 
('Frontier Airlines', '2018-07-26T01:52', '2018-07-27T02:40', '1488', '4629', '1000', 'F9 1752', 'E-175', '455', '12', '9'), 
('Finnair', '2018-03-30T06:44', '2018-03-31T20:55', '2291', '2626', '500', 'FA 467', 'Boeing 767', '381', '29', '17'), 
('British Airways', '2018-04-12T09:58', '2018-04-12T12:03', '125', '5761', '500', 'BA 1212', 'A321', '431', '4', '12'), 
('Air Canada', '2019-09-24T21:13', '2019-09-25T05:14', '481', '1923', '500', 'AC 1302', 'A340', '347', '25', '28'), 
('SAS', '2018-05-25T15:13', '2018-05-25T23:38', '505', '6422', '1000', 'SA 740', 'A340', '272', '24', '13'), 
('Norwegian', '2018-03-14T07:05', '2018-03-14T19:47', '762', '9480', '500', 'NW 1172', 'A319', '502', '24', '26'), 
('Norwegian', '2018-02-26T02:49', '2018-02-27T09:32', '1843', '4022', '300', 'NW 531', 'CRJ700', '485', '7', '26'), 
('Alaska Airlines', '2018-07-07T07:26', '2018-07-08T12:03', '1717', '2404', '200', 'AS 1463', 'Boeing 787', '466', '22', '20'), 
('SAS', '2018-04-30T11:29', '2018-04-31T17:11', '1782', '4325', '200', 'SA 1655', 'A350', '113', '4', '24'), 
('Lufthansa', '2018-12-09T00:38', '2018-12-09T19:05', '1107', '9109', '500', 'LH 1114', 'A318', '131', '9', '10'), 
('Norwegian', '2019-03-19T19:56', '2019-03-20T08:32', '756', '5462', '1000', 'NW 336', 'CRJ705', '244', '14', '20'), 
('Alaska Airlines', '2018-05-25T20:32', '2018-05-25T23:46', '194', '645', '300', 'AS 1065', 'Boeing 747', '185', '1', '11'), 
('Frontier Airlines', '2018-08-28T06:22', '2018-08-28T14:24', '482', '4023', '500', 'F9 1171', 'CRJ1000', '455', '16', '17'), 
('WOW Air', '2018-03-23T05:01', '2018-03-24T22:15', '2474', '6573', '300', 'WA 1123', 'E-175', '305', '16', '15'), 
('Frontier Airlines', '2018-11-05T21:29', '2018-11-06T14:56', '1047', '5502', '300', 'F9 1388', 'E-175', '255', '3', '13'), 
('Frontier Airlines', '2019-08-03T17:04', '2019-08-03T23:12', '368', '8940', '1000', 'F9 1250', 'SR-71 Blackbird', '593', '25', '23'), 
('Frontier Airlines', '2019-10-26T04:01', '2019-10-27T07:42', '1661', '5167', '300', 'F9 1432', 'Boeing 747', '64', '22', '4'), 
('Alaska Airlines', '2019-12-01T07:08', '2019-12-01T13:13', '365', '9602', '300', 'AS 204', 'A320', '227', '7', '28'), 
('Air Canada', '2018-09-20T16:55', '2018-09-21T20:58', '1683', '7016', '300', 'AC 643', 'CRJ900', '258', '19', '23'), 
('Lufthansa', '2019-02-15T12:37', '2019-02-16T14:14', '1537', '4709', '300', 'LH 1693', 'E-190', '146', '23', '2'), 
('Air Canada', '2019-06-03T03:09', '2019-06-03T22:49', '1180', '1767', '1000', 'AC 964', 'E-175', '315', '21', '0'), 
('British Airways', '2019-11-29T11:43', '2019-11-29T22:01', '618', '8818', '300', 'BA 983', 'CRJ1000', '93', '27', '6'), 
('JetBlue Airways', '2018-03-20T21:47', '2018-03-20T23:46', '119', '6813', '300', 'B6 281', 'A319', '326', '16', '14'), 
('Finnair', '2018-04-14T02:57', '2018-04-15T19:40', '2443', '4768', '1000', 'FA 620', 'CRJ705', '442', '19', '5'), 
('Air Canada', '2018-06-29T05:33', '2018-06-30T18:53', '2240', '7258', '300', 'AC 1228', 'Boeing 787', '117', '24', '18'), 
('SAS', '2018-11-29T03:51', '2018-11-29T08:08', '257', '3261', '500', 'SA 361', 'A300', '285', '2', '27'), 
('WOW Air', '2019-12-09T08:15', '2019-12-09T20:59', '764', '8220', '300', 'WA 742', 'Boeing 737', '527', '14', '2'), 
('Delta Air Lines', '2018-11-28T02:25', '2018-11-29T17:45', '2360', '5201', '500', 'DL 1814', 'Boeing 777', '483', '9', '13'), 
('Air Canada', '2018-08-26T17:36', '2018-08-26T19:06', '90', '9139', '300', 'AC 1020', 'A300', '251', '24', '18'), 
('Frontier Airlines', '2019-08-08T07:47', '2019-08-08T16:37', '530', '5772', '500', 'F9 623', 'A319', '128', '17', '3'), 
('Delta Air Lines', '2018-10-24T18:35', '2018-10-24T20:57', '142', '1374', '500', 'DL 593', 'A220', '235', '3', '20'), 
('Delta Air Lines', '2019-08-05T02:11', '2019-08-05T19:23', '1032', '6839', '500', 'DL 1397', 'A350', '434', '11', '27'), 
('SAS', '2018-10-25T20:26', '2018-10-25T23:35', '189', '7398', '500', 'SA 1473', 'A300', '517', '15', '23'), 
